Date|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
01.02.2019|16.272|13.137|6.103|17.048|22.547|3.328|3.442|25.695|29.236|2.854|3.465|8.090|1.607|6.168|31.420|18.647|20.567|2.005|1.171|5.468|2.657|15.512|42.874|6.012|5.403|34.206|2.473|16.608|71.590|4.294|22.398|31.373|1.681
04.02.2019|16.232|13.156|6.106|17.140|22.527|3.334|3.447|25.730|29.339|2.865|3.471|8.097|1.611|6.199|31.303|18.781|20.456|2.006|1.173|5.492|2.652|15.467|42.856|6.009|5.410|34.253|2.471|16.612|71.777|4.310|22.480|31.438|1.677
05.02.2019|16.295|13.143|6.128|17.147|22.476|3.338|3.443|25.700|29.278|2.869|3.467|8.097|1.613|6.233|31.412|18.759|20.468|2.014|1.182|5.499|2.655|15.526|43.045|5.995|5.416|34.349|2.472|16.643|71.956|4.324|22.508|31.424|1.682
06.02.2019|16.147|13.183|6.138|17.165|22.629|3.356|3.454|25.785|29.343|2.884|3.477|8.093|1.625|6.257|31.620|18.821|20.620|2.019|1.185|5.528|2.660|15.515|43.217|6.007|5.435|34.406|2.473|16.721|72.465|4.340|22.629|31.560|1.681
07.02.2019|16.172|13.194|6.116|17.143|22.719|3.374|3.457|25.805|29.414|2.899|3.483|8.082|1.628|6.266|31.824|18.863|20.744|2.022|1.187|5.583|2.653|15.377|43.576|5.998|5.443|34.445|2.464|16.774|72.836|4.322|22.747|31.680|1.669
08.02.2019|16.125|13.193|6.131|17.090|22.721|3.373|3.458|25.805|29.493|2.899|3.484|8.108|1.629|6.259|31.914|18.919|20.717|2.026|1.195|5.589|2.641|15.353|43.628|5.992|5.434|34.498|2.458|16.783|72.251|4.338|22.745|31.606|1.671
11.02.2019|16.164|13.209|6.112|17.216|22.759|3.365|3.461|25.835|29.487|2.911|3.489|8.082|1.627|6.271|32.112|18.913|20.729|2.030|1.197|5.609|2.631|15.410|43.796|5.986|5.449|34.820|2.464|16.815|72.707|4.335|22.845|31.772|1.663
12.02.2019|16.242|13.225|6.158|17.280|22.732|3.383|3.466|25.870|29.493|2.918|3.492|8.140|1.628|6.292|32.424|18.939|20.745|2.038|1.190|5.615|2.641|15.428|43.938|5.980|5.456|34.944|2.470|16.872|73.213|4.358|22.901|31.804|1.664
13.02.2019|16.225|13.188|6.120|17.229|22.688|3.374|3.457|25.795|29.464|2.907|3.483|8.106|1.623|6.269|32.219|18.925|20.607|2.031|1.179|5.611|2.643|15.543|43.740|5.959|5.438|34.691|2.478|16.819|72.812|4.344|22.819|31.650|1.644
14.02.2019|16.262|13.185|6.039|17.238|22.678|3.378|3.456|25.790|29.320|2.916|3.482|8.083|1.624|6.245|32.153|19.118|20.610|2.030|1.177|5.615|2.641|15.637|43.716|5.945|5.436|34.147|2.461|16.841|73.021|4.303|22.885|31.801|1.613
15.02.2019|16.227|13.141|6.141|17.182|22.662|3.371|3.445|25.700|29.225|2.908|3.469|8.077|1.614|6.279|31.981|19.136|20.651|2.025|1.181|5.587|2.631|15.640|43.531|5.934|5.421|34.230|2.452|16.804|73.011|4.332|22.823|31.621|1.616
18.02.2019|16.254|13.149|6.087|17.152|22.637|3.356|3.446|25.715|29.348|2.893|3.469|8.086|1.609|6.272|31.800|19.062|20.540|2.016|1.179|5.557|2.637|15.614|43.360|5.939|5.424|34.318|2.456|16.746|72.729|4.276|22.703|31.480|1.610
19.02.2019|16.193|13.148|6.119|17.186|22.655|3.366|3.447|25.715|29.497|2.901|3.469|8.075|1.615|6.268|31.868|18.950|20.558|2.020|1.185|5.579|2.639|15.540|43.612|5.932|5.416|34.396|2.426|16.783|72.957|4.289|22.771|31.573|1.607
20.02.2019|16.209|13.132|6.112|17.172|22.644|3.370|3.441|25.680|29.537|2.885|3.464|8.092|1.613|6.264|31.824|18.924|20.448|2.017|1.181|5.568|2.637|15.553|43.541|5.911|5.399|34.441|2.429|16.754|72.862|4.265|22.646|31.419|1.602
21.02.2019|16.060|13.113|6.039|17.151|22.558|3.363|3.437|25.645|29.544|2.878|3.458|8.084|1.606|6.247|31.761|18.898|20.401|2.007|1.176|5.538|2.622|15.407|43.320|5.916|5.392|34.484|2.415|16.704|72.483|4.243|22.586|31.428|1.618
22.02.2019|16.122|13.123|6.052|17.135|22.624|3.373|3.439|25.665|29.421|2.887|3.457|8.069|1.612|6.266|31.860|18.913|20.441|2.016|1.178|5.557|2.629|15.432|43.464|5.917|5.391|34.598|2.421|16.750|72.288|4.258|22.662|31.559|1.619
25.02.2019|16.203|13.115|6.058|17.189|22.596|3.379|3.438|25.650|29.543|2.878|3.452|8.076|1.611|6.261|31.852|18.902|20.396|2.021|1.185|5.554|2.628|15.574|43.544|5.915|5.384|34.545|2.425|16.740|72.239|4.252|22.589|31.435|1.627
26.02.2019|16.148|13.122|6.031|17.082|22.574|3.375|3.440|25.665|29.819|2.878|3.455|8.095|1.615|6.237|31.746|18.857|20.384|2.021|1.181|5.549|2.626|15.535|43.406|5.930|5.390|34.392|2.425|16.742|72.187|4.260|22.594|31.501|1.629
27.02.2019|16.125|13.116|6.044|17.149|22.595|3.372|3.439|25.655|30.005|2.870|3.454|8.109|1.606|6.227|31.615|18.850|20.379|2.015|1.176|5.541|2.642|15.474|43.491|5.946|5.414|34.269|2.433|16.718|71.804|4.258|22.532|31.430|1.625
28.02.2019|16.012|13.089|5.999|17.019|22.586|3.355|3.431|25.600|29.825|2.857|3.447|8.103|1.594|6.215|31.647|18.865|20.247|1.998|1.169|5.514|2.632|15.344|43.387|5.941|5.396|34.093|2.442|16.635|71.144|4.220|22.425|31.343|1.606
01.03.2019|16.022|13.107|5.958|17.123|22.558|3.359|3.436|25.635|29.818|2.869|3.449|8.111|1.595|6.202|31.766|18.863|20.129|1.999|1.165|5.527|2.635|15.390|43.460|5.948|5.404|34.183|2.441|16.650|71.020|4.187|22.520|31.483|1.588
04.03.2019|16.025|13.100|5.989|16.978|22.573|3.372|3.434|25.625|29.870|2.879|3.448|8.114|1.599|6.234|31.882|18.814|20.191|2.007|1.168|5.545|2.625|15.380|43.638|5.961|5.405|34.381|2.428|16.681|70.913|4.199|22.600|31.515|1.587
05.03.2019|15.995|13.099|5.990|16.948|22.589|3.374|3.433|25.620|29.668|2.881|3.451|8.118|1.602|6.249|32.051|18.687|20.204|2.007|1.172|5.548|2.614|15.357|43.212|5.956|5.395|34.388|2.428|16.681|71.112|4.198|22.614|31.484|1.596
06.03.2019|15.925|13.087|5.998|16.924|22.528|3.375|3.431|25.595|29.772|2.884|3.448|8.112|1.601|6.260|32.228|18.710|20.251|2.007|1.174|5.537|2.609|15.346|43.322|5.953|5.393|34.394|2.429|16.677|71.065|4.179|22.641|31.520|1.594
07.03.2019|15.989|13.092|5.922|16.922|22.553|3.387|3.432|25.610|29.814|2.894|3.454|8.121|1.607|6.279|32.467|18.721|20.328|2.011|1.173|5.558|2.617|15.400|43.479|5.957|5.401|34.467|2.425|16.729|71.492|4.186|22.720|31.588|1.586
08.03.2019|16.061|13.109|5.882|16.982|22.641|3.399|3.437|25.640|29.846|2.911|3.459|8.115|1.597|6.296|32.570|18.798|20.558|2.010|1.168|5.585|2.597|15.513|43.674|5.963|5.403|34.380|2.412|16.806|71.868|4.184|22.848|31.777|1.573
11.03.2019|16.101|13.118|5.926|17.000|22.607|3.394|3.439|25.655|29.754|2.907|3.461|8.123|1.597|6.300|32.662|18.809|20.539|2.012|1.175|5.580|2.626|15.558|43.667|5.967|5.401|34.549|2.425|16.788|71.962|4.194|22.818|31.643|1.588
12.03.2019|16.119|13.123|5.966|16.992|22.579|3.394|3.441|25.670|29.800|2.900|3.461|8.141|1.596|6.289|32.693|18.903|20.491|2.015|1.179|5.575|2.637|15.619|43.068|5.971|5.394|34.642|2.428|16.788|71.960|4.171|22.768|31.590|1.593
13.03.2019|16.038|13.126|5.936|17.012|22.571|3.386|3.440|25.670|29.891|2.893|3.461|8.160|1.592|6.282|32.632|19.272|20.393|2.007|1.177|5.555|2.640|15.522|43.090|5.971|5.377|34.692|2.432|16.751|71.851|4.159|22.711|31.528|1.585
14.03.2019|16.013|13.126|5.925|17.029|22.615|3.378|3.440|25.670|30.123|2.895|3.458|8.164|1.593|6.310|32.707|19.171|20.359|2.000|1.173|5.554|2.642|15.481|43.066|5.965|5.387|34.704|2.436|16.750|71.526|4.152|22.724|31.609|1.567
15.03.2019|16.052|13.123|5.889|16.974|22.597|3.380|3.439|25.670|30.050|2.891|3.460|8.165|1.592|6.304|32.870|19.315|20.350|1.998|1.178|5.547|2.649|15.523|43.136|5.963|5.396|34.726|2.445|16.761|71.587|4.148|22.694|31.566|1.567
18.03.2019|16.028|13.095|5.912|16.926|22.546|3.363|3.433|25.615|29.899|2.875|3.455|8.147|1.585|6.264|32.935|19.245|20.242|1.994|1.178|5.535|2.649|15.490|42.822|5.960|5.387|35.125|2.448|16.702|71.248|4.135|22.571|31.427|1.570
19.03.2019|16.010|13.088|5.975|16.996|22.551|3.358|3.430|25.600|29.926|2.871|3.452|8.173|1.584|6.251|32.673|19.292|20.225|1.995|1.187|5.528|2.646|15.482|42.634|5.970|5.379|35.019|2.450|16.684|71.163|4.116|22.537|31.415|1.564
20.03.2019|16.031|13.112|5.967|16.958|22.618|3.375|3.436|25.645|29.731|2.877|3.458|8.186|1.592|6.259|32.819|19.296|20.255|2.000|1.192|5.554|2.647|15.479|42.708|5.987|5.386|35.119|2.459|16.723|71.180|4.126|22.587|31.487|1.566
21.03.2019|16.053|13.114|5.976|16.889|22.683|3.367|3.437|25.650|29.606|2.871|3.459|8.154|1.593|6.259|32.856|19.099|20.372|1.996|1.197|5.545|2.667|15.528|42.828|5.992|5.393|35.362|2.460|16.711|71.065|4.127|22.528|31.439|1.587
22.03.2019|16.156|13.153|5.879|16.972|22.880|3.391|3.447|25.725|29.952|2.901|3.468|8.135|1.607|6.302|32.997|19.013|20.648|2.005|1.200|5.600|2.668|15.654|43.354|5.995|5.415|35.365|2.456|16.852|71.916|4.092|22.761|31.766|1.583
25.03.2019|16.171|13.170|5.852|16.949|22.926|3.390|3.451|25.760|30.078|2.899|3.473|8.131|1.605|6.279|33.016|18.899|20.672|2.008|1.193|5.592|2.667|15.696|43.372|5.997|5.417|35.406|2.466|16.855|72.001|4.063|22.752|31.664|1.581
26.03.2019|16.277|13.176|5.916|17.031|22.960|3.399|3.452|25.770|30.200|2.908|3.474|8.153|1.611|6.304|33.142|18.824|20.663|2.012|1.198|5.606|2.673|15.766|43.381|6.002|5.416|35.497|2.472|16.894|72.142|4.130|22.823|31.786|1.589
27.03.2019|16.242|13.190|5.840|17.087|23.044|3.408|3.455|25.800|30.311|2.919|3.475|8.064|1.614|6.305|33.139|18.818|20.736|2.014|1.190|5.626|2.662|15.581|43.436|6.009|5.417|35.367|2.474|16.908|72.005|4.211|22.912|31.913|1.571
28.03.2019|16.237|13.157|5.771|17.072|23.005|3.404|3.453|25.780|30.070|2.922|3.471|8.061|1.610|6.310|33.096|18.749|20.743|2.013|1.181|5.624|2.648|15.584|43.401|6.003|5.417|35.255|2.461|16.898|71.961|4.106|22.934|31.908|1.560
29.03.2019|16.305|13.189|5.883|17.203|23.077|3.424|3.456|25.800|30.061|2.926|3.470|8.036|1.613|6.329|33.205|18.764|20.730|2.022|1.188|5.626|2.671|15.637|43.689|5.998|5.419|35.417|2.481|16.959|72.466|4.071|22.968|31.882|1.587
01.04.2019|16.349|13.185|5.922|17.184|23.068|3.421|3.455|25.790|30.107|2.924|3.473|8.033|1.614|6.330|33.114|18.729|20.687|2.023|1.192|5.626|2.676|15.669|43.730|5.999|5.414|34.977|2.475|16.953|72.368|4.148|22.955|31.867|1.619
02.04.2019|16.279|13.163|5.954|17.261|23.002|3.422|3.450|25.750|29.941|2.929|3.465|8.005|1.617|6.341|33.440|18.782|20.644|2.023|1.203|5.628|2.669|15.564|43.861|5.995|5.406|35.172|2.466|16.965|72.410|4.145|22.990|31.914|1.627
03.04.2019|16.288|13.150|5.959|17.178|22.960|3.411|3.446|25.725|30.133|2.915|3.463|8.037|1.609|6.348|33.432|19.141|20.527|2.018|1.194|5.608|2.674|15.543|43.889|5.992|5.410|35.072|2.467|16.912|72.050|4.081|22.876|31.706|1.615
04.04.2019|16.285|13.140|5.929|17.150|22.935|3.411|3.443|25.695|30.090|2.919|3.457|8.035|1.616|6.358|33.124|19.204|20.557|2.014|1.193|5.612|2.668|15.487|43.819|5.991|5.409|35.047|2.469|16.920|72.082|4.076|22.910|31.819|1.620
05.04.2019|16.223|13.094|5.920|17.040|22.794|3.394|3.431|25.610|29.802|2.905|3.449|7.984|1.614|6.369|32.923|19.198|20.416|2.005|1.191|5.577|2.651|15.371|43.752|5.970|5.389|34.928|2.456|16.833|71.473|4.084|22.800|31.645|1.620
08.04.2019|16.203|13.106|5.885|17.042|22.795|3.393|3.434|25.635|29.741|2.905|3.449|7.972|1.609|6.368|32.729|19.188|20.449|1.990|1.196|5.563|2.662|15.355|43.719|5.977|5.395|34.988|2.457|16.818|71.342|4.019|22.794|31.617|1.617
09.04.2019|16.234|13.098|5.896|17.094|22.733|3.385|3.432|25.620|29.672|2.897|3.447|7.968|1.607|6.349|32.764|19.148|20.410|1.994|1.200|5.549|2.663|15.323|43.672|5.975|5.381|35.091|2.458|16.794|71.523|3.999|22.716|31.521|1.620
10.04.2019|16.222|13.096|5.916|17.043|22.709|3.382|3.431|25.610|29.755|2.897|3.449|7.957|1.605|6.350|32.843|19.083|20.420|1.996|1.204|5.529|2.670|15.338|43.751|5.979|5.380|35.150|2.453|16.788|71.508|3.993|22.711|31.558|1.627
11.04.2019|16.247|13.091|5.925|16.994|22.652|3.385|3.430|25.605|29.716|2.898|3.442|7.959|1.608|6.342|32.961|18.939|20.439|1.992|1.203|5.525|2.670|15.328|43.770|5.978|5.381|35.249|2.453|16.785|71.434|3.956|22.732|31.580|1.624
12.04.2019|16.246|13.097|5.840|16.988|22.621|3.374|3.432|25.620|29.678|2.886|3.446|7.959|1.606|6.343|32.729|18.950|20.214|1.997|1.207|5.501|2.668|15.298|43.758|5.986|5.383|35.290|2.445|16.726|71.261|3.931|22.633|31.456|1.625
15.04.2019|16.256|13.101|5.826|17.017|22.585|3.378|3.433|25.625|29.692|2.890|3.446|8.001|1.611|6.360|32.629|18.897|20.232|2.000|1.206|5.512|2.669|15.317|43.812|5.995|5.381|35.247|2.450|16.750|71.348|3.902|22.653|31.494|1.620
16.04.2019|16.276|13.123|5.844|16.981|22.568|3.384|3.439|25.665|29.708|2.895|3.452|8.025|1.612|6.379|32.634|18.927|20.274|2.000|1.202|5.493|2.677|15.354|43.857|6.004|5.390|35.294|2.453|16.772|71.365|3.905|22.701|31.566|1.616
17.04.2019|16.330|13.118|5.826|17.023|22.504|3.394|3.437|25.655|29.630|2.894|3.450|8.025|1.612|6.350|32.701|18.920|20.274|2.003|1.205|5.491|2.679|15.285|43.944|6.004|5.387|35.539|2.457|16.783|71.411|3.949|22.702|31.554|1.625
18.04.2019|16.337|13.130|5.810|17.047|22.557|3.405|3.440|25.680|29.696|2.909|3.453|8.022|1.625|6.351|32.892|18.938|20.399|2.008|1.210|5.509|2.676|15.267|44.160|6.002|5.393|35.670|2.451|16.839|71.744|3.916|22.826|31.737|1.620
23.04.2019|16.282|13.162|5.824|17.100|22.442|3.408|3.448|25.745|29.775|2.919|3.468|8.025|1.627|6.361|32.875|18.958|20.464|2.005|1.212|5.547|2.686|15.245|43.979|6.006|5.407|35.912|2.450|16.873|71.616|3.935|22.896|31.759|1.612
24.04.2019|16.162|13.153|5.852|17.062|22.534|3.417|3.446|25.730|29.730|2.926|3.466|8.015|1.628|6.351|32.858|18.947|20.525|1.994|1.210|5.560|2.678|15.202|43.972|5.999|5.410|35.751|2.450|16.886|71.763|3.905|22.950|31.836|1.599
25.04.2019|16.181|13.158|5.794|17.132|22.639|3.430|3.447|25.735|29.776|2.950|3.469|7.982|1.631|6.368|32.917|18.923|20.678|1.989|1.208|5.594|2.663|15.242|44.244|5.991|5.408|35.632|2.421|16.943|71.993|3.884|23.137|32.042|1.592
26.04.2019|16.246|13.143|5.827|17.115|22.603|3.428|3.443|25.705|29.770|2.944|3.466|7.980|1.628|6.354|32.977|18.901|20.655|1.989|1.211|5.588|2.659|15.353|44.267|5.994|5.401|35.647|2.431|16.941|72.205|3.882|23.091|31.880|1.602
29.04.2019|16.227|13.130|5.855|17.087|22.567|3.421|3.440|25.680|29.736|2.936|3.462|7.959|1.622|6.364|32.979|18.855|20.612|1.984|1.215|5.571|2.650|15.348|44.179|5.980|5.404|35.670|2.420|16.903|72.079|3.878|23.028|31.816|1.606
30.04.2019|16.118|13.118|5.814|17.028|22.429|3.396|3.437|25.660|29.757|2.914|3.462|7.945|1.604|6.345|32.859|18.840|20.542|1.961|1.204|5.530|2.655|15.263|44.139|5.987|5.392|35.506|2.412|16.805|71.651|3.834|22.864|31.607|1.600
02.05.2019|16.060|13.112|5.816|17.024|22.459|3.397|3.435|25.645|29.845|2.916|3.458|7.915|1.605|6.360|32.978|18.664|20.518|1.967|1.207|5.529|2.631|15.161|44.200|5.992|5.390|35.015|2.400|16.808|71.429|3.838|22.875|31.738|1.581
03.05.2019|16.130|13.146|5.822|17.124|22.594|3.424|3.444|25.715|29.981|2.939|3.468|7.952|1.617|6.410|33.287|18.825|20.674|1.971|1.205|5.565|2.630|15.259|44.451|6.001|5.407|35.287|2.402|16.908|71.987|3.867|23.055|31.945|1.587
06.05.2019|16.051|13.147|5.783|17.034|22.551|3.394|3.444|25.715|30.085|2.926|3.469|7.951|1.607|6.396|33.082|18.880|20.716|1.961|1.206|5.536|2.627|15.185|44.194|6.004|5.407|35.236|2.398|16.843|71.984|3.814|22.962|31.758|1.582
07.05.2019|16.139|13.157|5.800|17.080|22.543|3.399|3.446|25.730|30.045|2.931|3.473|7.934|1.611|6.410|33.142|18.836|20.796|1.964|1.210|5.545|2.636|15.174|44.291|6.003|5.407|35.357|2.401|16.883|72.139|3.743|23.005|31.876|1.596
09.05.2019|16.029|13.152|5.798|17.045|22.583|3.369|3.445|25.720|29.864|2.928|3.472|7.955|1.602|6.435|32.836|18.746|20.927|1.943|1.199|5.533|2.623|15.117|43.987|5.991|5.401|35.208|2.382|16.851|72.330|3.685|22.983|31.841|1.603
10.05.2019|16.023|13.157|5.796|17.005|22.619|3.359|3.446|25.730|29.835|2.920|3.473|7.953|1.600|6.433|32.737|18.781|20.876|1.942|1.194|5.510|2.620|15.112|43.823|5.990|5.406|35.081|2.379|16.812|72.557|3.738|22.915|31.708|1.610
13.05.2019|15.973|13.180|5.732|17.050|22.770|3.334|3.452|25.775|29.851|2.920|3.479|7.962|1.590|6.420|32.463|18.786|20.949|1.930|1.192|5.503|2.626|15.084|43.704|5.988|5.414|35.019|2.379|16.748|72.332|3.756|22.918|31.764|1.602
14.05.2019|15.935|13.167|5.757|17.032|22.777|3.334|3.448|25.750|29.693|2.923|3.476|7.943|1.590|6.418|32.598|18.700|20.939|1.933|1.197|5.499|2.628|15.100|43.733|5.979|5.411|35.175|2.389|16.761|72.840|3.803|22.942|31.771|1.612
15.05.2019|15.934|13.171|5.771|17.091|22.846|3.350|3.449|25.760|29.672|2.934|3.472|7.923|1.593|6.451|32.741|18.748|21.071|1.935|1.200|5.518|2.629|15.093|43.951|5.978|5.410|35.537|2.392|16.819|72.936|3.805|23.035|31.877|1.614
16.05.2019|15.847|13.137|5.738|17.087|22.726|3.334|3.441|25.695|29.375|2.922|3.461|7.924|1.587|6.428|32.733|18.755|20.921|1.928|1.205|5.507|2.635|15.056|43.696|5.981|5.395|35.539|2.388|16.749|72.593|3.808|22.933|31.701|1.620
17.05.2019|15.858|13.162|5.686|17.081|22.819|3.334|3.448|25.750|29.395|2.936|3.466|7.883|1.595|6.448|32.828|18.768|21.045|1.929|1.201|5.518|2.629|15.051|43.710|5.984|5.407|35.668|2.392|16.758|72.534|3.806|23.048|31.851|1.603
20.05.2019|15.961|13.174|5.646|17.178|22.874|3.337|3.450|25.765|29.405|2.939|3.469|7.909|1.596|6.461|33.123|18.697|21.004|1.933|1.207|5.525|2.630|15.090|43.771|5.996|5.413|35.763|2.393|16.771|72.444|3.828|23.073|31.819|1.606
21.05.2019|15.886|13.179|5.642|17.223|22.864|3.344|3.451|25.775|29.418|2.942|3.471|7.894|1.595|6.416|33.140|18.705|20.912|1.935|1.211|5.517|2.632|15.035|43.949|5.986|5.411|35.812|2.392|16.760|72.310|3.820|23.096|31.830|1.602
22.05.2019|15.899|13.187|5.711|17.250|22.921|3.345|3.453|25.790|29.214|2.941|3.473|7.898|1.590|6.393|33.129|18.621|20.924|1.940|1.214|5.516|2.642|15.017|44.010|5.992|5.415|35.934|2.397|16.750|72.288|3.782|23.089|31.798|1.606
